Organism	seed_id	CE0	CE2	CE4	CE5	CE8	CE9	CE20	GH0	GH1	GH2	GH3	GH4	GH5	GH8	GH10	GH13	GH16	GH18	GH20	GH23	GH25	GH26	GH27	GH28	GH29	GH30	GH31	GH32	GH33	GH35	GH36	GH38	GH39	GH42	GH43	GH49	GH50	GH51	GH53	GH59	GH65	GH73	GH76	GH77	GH78	GH84	GH85	GH89	GH91	GH94	GH95	GH101	GH109	GH110	GH112	GH115	GH120	GH121	GH123	GH125	GH127	GH129	GH130	GH136	GH140	GH146	GH151	GH154	GH163	GH172	PL27
Bifidobacterium pseudocatenulatum AM43-10	fig|28026.157	0	0	0	0	0	1	4	1	0	3	5	0	2	2	1	11	0	1	1	3	1	0	1	0	0	0	2	2	0	0	2	0	0	3	10	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0
Bifidobacterium pseudocatenulatum Bif4	fig|28026.840	0	0	0	0	0	1	5	1	0	3	5	0	3	2	0	13	0	1	1	3	1	0	1	0	0	0	2	1	0	0	2	0	0	3	10	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	2	1	0	1	1	0	0	0	0	1	0	0	0	1	0
Bifidobacterium pseudocatenulatum ca_0067	fig|28026.753	0	0	0	0	0	1	4	1	0	3	5	0	2	1	0	10	0	0	1	2	1	0	1	0	0	0	1	1	0	0	2	0	0	3	10	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0
Bifidobacterium pseudocatenulatum CA-05	fig|28026.27	0	0	0	0	0	1	4	0	1	5	6	0	3	1	0	9	0	1	1	2	1	0	1	0	0	0	2	2	0	0	2	3	0	3	9	0	0	2	0	0	0	0	0	2	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	2	1	0	0	0	0	1	0	0	0	2	0
Bifidobacterium pseudocatenulatum CA-B29	fig|28026.28	0	0	0	0	0	1	4	0	0	3	5	0	2	2	0	13	0	1	1	2	1	0	0	0	0	0	2	2	0	0	2	0	0	3	11	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	2	1	0	1	1	0	0	0	0	1	0	0	0	1	0
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	0	0	0	0	0	1	3	1	1	6	5	0	2	1	0	13	0	1	1	2	1	0	0	0	0	0	2	2	0	0	2	0	0	3	11	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0
Bifidobacterium pseudocatenulatum CA-D29	fig|28026.30	0	1	0	0	0	1	4	1	1	6	5	0	2	2	1	11	0	1	1	1	1	0	0	0	0	0	2	1	0	0	3	0	0	3	11	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0
Bifidobacterium pseudocatenulatum CA-K29a	fig|28026.31	0	0	0	0	0	1	3	0	2	3	4	0	2	1	0	14	0	1	1	2	2	0	0	0	0	0	2	1	0	0	3	0	1	3	10	0	0	2	0	0	0	1	0	2	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0
Bifidobacterium pseudocatenulatum CA-K29b	fig|28026.32	0	1	0	0	0	1	3	0	1	6	5	0	2	1	0	13	0	1	1	2	4	0	0	0	0	0	1	2	0	0	4	0	1	3	10	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0
Bifidobacterium pseudocatenulatum CECT 7765	fig|28026.5	0	0	0	0	0	1	5	1	0	3	5	0	2	2	0	13	0	1	1	3	1	0	0	0	0	0	2	1	0	1	2	0	0	3	10	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	2	1	0	1	1	0	0	0	0	1	0	0	0	1	0
Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505	fig|547043.16	0	0	0	0	0	1	4	1	0	4	5	0	2	2	0	15	0	1	1	3	1	0	0	0	0	1	2	1	0	0	2	0	0	3	13	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	2	1	0	0	1	0	0	0	0	1	0	0	0	1	0
Bifidobacterium pseudocatenulatum IPLA36007	fig|1454376.3	0	0	0	0	0	1	4	1	1	4	5	0	2	2	0	12	0	1	1	2	1	0	0	0	0	1	2	1	0	1	3	0	1	3	14	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	1	0
Bifidobacterium pseudocatenulatum LH_663	fig|28026.1002	0	0	0	0	0	1	4	1	0	4	5	0	2	2	0	14	0	1	1	4	1	0	0	0	0	1	2	1	0	1	2	0	0	3	13	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	1	1	0	0	0	0	1	0	0	0	1	0
Bifidobacterium pseudocatenulatum NBRC 113353	fig|28026.767	0	0	0	0	0	1	3	1	0	3	5	0	3	1	0	14	0	1	1	3	1	0	0	0	0	0	2	2	0	0	3	0	1	3	10	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0
Bifidobacterium pseudocatenulatum STL_TW14.1_LFYP29	fig|6666666.205261	0	0	0	0	0	1	3	1	1	3	5	0	1	1	0	14	0	1	1	4	1	0	0	0	0	1	2	1	0	0	3	0	1	3	9	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0
Bifidobacterium pseudocatenulatum TF05-2AC	fig|28026.137	0	0	0	0	0	1	4	1	0	3	5	0	2	2	1	12	0	1	1	3	2	0	1	0	0	1	1	2	0	0	2	0	0	3	10	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0
Bifidobacterium pseudocatenulatum TM10-1	fig|28026.128	0	0	0	0	0	1	3	1	0	4	5	0	2	1	0	13	0	1	1	2	1	0	1	0	0	0	2	2	0	0	3	0	1	3	12	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0
Bifidobacterium pseudolongum subsp. globosum AF13-3LB	fig|1694.11	1	1	2	1	0	0	3	1	1	3	3	0	0	0	0	17	0	0	0	2	0	0	0	0	1	1	2	1	0	0	4	0	0	3	7	1	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bifidobacterium pseudolongum subsp. globosum AFF13-10A	fig|1690.84	1	1	2	1	0	2	3	2	1	3	3	0	0	0	0	13	0	0	0	2	1	1	0	0	1	1	3	1	1	0	4	0	0	3	7	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
Bifidobacterium pseudolongum subsp. globosum PV8-2	fig|1447715.5	1	1	2	1	0	0	3	1	1	3	2	0	0	0	0	16	0	0	0	2	1	0	0	0	0	1	1	1	0	0	4	0	0	1	7	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bifidobacterium scardovii 981_BLON	fig|216816.113	0	1	2	0	0	1	1	2	1	8	11	0	2	0	0	13	1	1	3	4	1	2	0	2	2	2	6	2	0	1	10	3	2	7	16	0	0	5	0	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	2	1	1	0	0	3	0	0	0	1	0
Bifidobacterium scardovii JCM 12489 = DSM 13734	fig|1150461.5	0	1	2	0	0	1	1	2	1	7	10	0	2	0	0	12	1	1	3	3	4	2	1	2	2	2	6	2	1	1	11	2	2	6	17	0	0	6	0	1	0	0	1	2	2	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	2	1	1	0	0	2	0	0	0	1	0
Bifidobacterium sp002742445 Bg41721_1F7	fig|630129.8	0	0	0	0	0	1	4	1	1	2	5	0	2	2	0	10	0	1	1	2	2	0	1	0	0	1	2	2	0	1	2	0	0	3	9	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Bifidobacterium sp002742445 JG_Bg468	fig|1686.302	0	1	0	0	0	1	2	1	1	4	7	0	1	0	0	9	0	1	1	3	1	0	1	0	0	0	1	3	0	1	3	0	0	2	4	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0
Bifidobacterium sp002742445 SS_Bg39	fig|28026.754	0	0	0	0	0	1	3	1	0	2	5	0	2	1	0	10	0	1	1	2	2	0	1	0	0	1	2	2	0	0	2	0	0	3	10	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bifidobacterium thermophilum RBL67	fig|1254439.12	0	0	2	0	0	0	0	1	0	0	1	0	3	0	0	13	0	1	0	2	1	0	0	0	0	0	1	2	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
