Organism	seed_id	Gene_ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools	Families	Function	Subsystem
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.1292	-	GH13_20(36-322)	GH13_e155	GH13	N	3	GH13_20	Cytoplasmic alpha-amylase (EC 3.2.1.1)	Maltose and starch utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.1479	3.2.1.26:6	GH32(44-352)	GH32_e28	GH32	N	3	GH32	Beta-2,1/6-fructofuranosidase-2 (GH32)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.1526	3.2.1.177:12	GH31(260-471)	GH31_e31	GH31	N	3	GH31	Putative xgl-cluster alpha-xylosidase (GH31)	Xyloglucan utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.1528	3.2.1.52:1	GH20(177-492)	GH20_e24	GH20	N	3	GH20	Beta-1,3/4/6-N-acetylglucosaminidase-1 (GH20)	N-acetylglucosamine utilization in bifidobacteria; HMO utilization in bifidobacteria; N-glycan utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.1601	2.4.1.211:13	GH112(5-750)	GH112_e0	GH112	N	3	GH112	1,3-beta-galactosyl-N-acetylhexosamine phosphorylase (EC 2.4.1.211)	HMO utilization in bifidobacteria; O-glycan utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.1807	-	GH3(130-356)	GH3_e11	GH3	Y(1-26)	3	GH3	beta-glycosyl hydrolase	-
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.1837	2.4.1.18:57|2.4.1.18:14	GH13_9(300-600)	CBM48_e2+GH13_e200	CBM48+GH13_9	N	3	GH13_9	1,4-alpha-glucan (glycogen) branching enzyme (GH13_9)	Maltose and starch utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.1854	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	CBM48(3-92)+GH13_11(172-525)	CBM48_e3+GH13_e48	CBM48+GH13_11	N	3	GH13_11	Putative glycogen debranching enzyme (GH13_11)	Maltose and starch utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.1858	3.2.1.23:35	GH2(22-903)	GH2_e1	GH2	N	3	GH2	Beta-1,4-galactosidase (GH2)	Beta-galactoside utilization in bifidobacteria; HMO utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.189	3.2.1.49:1	GH129(3-627)	GH129_e0	GH129	N	3	GH129	Alpha-N-acetylgalactosaminidase (GH129)	O-glycan utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.1918	-	GH25(44-224)	GH25_e8	GH25	Y(1-40)	3	GH25	COG3757: Lyzozyme M1 (1,4-beta-N-acetylmuramidase)	-
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.204	-	GH43_4(58-401)	GH43_e182	GH43_4	Y(1-36)	3	GH43_4	Extracellular endo-alpha-1,5-L-arabinanase (GH43_4)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.205	-	GH43_4(32-382)	GH43_e182	GH43_4	N	3	GH43_4	Endo-alpha-1,5-L-arabinanase (GH43_4)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.207	3.2.1.55:1	GH51(226-819)	GH51_e36	GH51	N	3	GH51	Alpha-1,2/3/5-L-arabinofuranosidase (GH51)	Type II arabinogalactan and gum arabic utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.2094	3.2.1.55:1|3.2.1.21:1|3.2.1.58:1	GH5_44(44-228)	GH5_e69	GH5_44	N	3	GH5_44	Putative flavonoid/ginsenoside glycoside hydrolase (GH5_44)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.2098	3.2.1.21:6	GH3(81-313)	GH3_e91	GH3	N	3	GH3	Beta-glucosidase-2 (GH3)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.211	-	GH27(148-340)	GH27_e1	GH27	N	3	GH27	Beta-L-arabinopyranosidase (GH27)	Type II arabinogalactan and gum arabic utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.2114	-	GH109(16-173)	GH109_e7	-	N	2	GH109	Putative oxidoreductase for Trp catabolism	-
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.214	3.2.1.185:2	GH127(14-618)	GH127_e0	GH127	N	3	GH127	Putative beta-L-arabinofuranosidase (GH127)	Type II arabinogalactan and gum arabic utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.2151	-	GH120(315-404)	GH120_e3	GH120	N	3	GH120	Beta-1,4-xylosidase-1 (GH120)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.2153	3.2.1.55:1	GH43_12(21-367)	GH43_e260	GH43_12	N	3	GH43_12	Monosubstituted AXOS alpha-1,2/3-L-arabinofuranosidase (GH43_12)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.2154	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1|-	GH43_11(3-304)+CBM91(332-538)	GH43_e285+CBM91_e24	GH43_11	N	3	GH43_11	Beta-1,4-xylosidase-3 (GH43_11)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.228	3.2.1.145:1	GH43_24(55-423)	GH43_e313	GH43_24	N	3	GH43_24	Extracellular exo-beta-1,3-galactanase (GH43_24)	Type II arabinogalactan and gum arabic utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.229	3.2.1.213:1|3.2.1.213:1	GH30_5(39-635)	GH30_e37+CBM13_e247	CBM13+GH30_5	Y(1-32)	3	GH30_5	Extracellular exo-beta-1,6-galactobiohydrolase (GH30_5)	Type II arabinogalactan and gum arabic utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.240	3.2.1.55:37	GH51(9-515)	GH51_e0	GH51	N	3	GH51	Putative alpha-1,5-L-arabinofuranosidase (GH51)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.348	-	GH3(1-98)	GH3_e130	-	N	2	GH3	hypothetical protein	-
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.375	3.2.1.22:8	GH36(38-714)	GH36_e2	GH36	N	3	GH36	Alpha-1,6/4/3-galactosidase (GH36)	Alpha-galactoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.490	3.2.1.55:5	GH51(249-731)	GH51_e47	GH51	N	3	GH51	Putative alpha-L-arabinofuranosidase (GH51)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.517	-	GH172(101-360)	GH172_e0	GH172	N	3	GH172	FIG00629693: hypothetical protein	-
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.533	3.2.1.55:37	GH51(53-564)	GH51_e0	GH51	N	3	GH51	Alpha-1,3/5-L-arabinofuranosidase (GH51)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.535	3.2.1.23:18	GH42(24-394)	GH42_e28	GH42	N	3	GH42	Beta-1,3/4/6-galactosidase (GH42)	Beta-galactoside utilization in bifidobacteria; HMO utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.582	-	CE9(25-423)	CE9_e95	CE9	N	3	CE9	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	Sialic acid utilization in bifidobacteria; N-acetylglucosamine utilization in bifidobacteria; HMO utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.590	3.2.1.-:2	GH125(26-423)	GH125_e0	GH125	N	3	GH125	Alpha-1,6-mannosidase (GH125)	N-glycan utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.594	-	GH85(11-225)	GH85_e2	GH85	N	3	GH85	Putative endo-beta-N-acetylglucosaminidase (GH85)	N-glycan utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.596	-	GH3(101-322)	GH3_e229	GH3	N	3	GH3	Putative N-glycan glycoside hydrolase (GH3)	N-glycan utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.597	3.2.1.25:5	GH5_18(15-294)	GH5_e224	GH5_18	N	3	GH5_18	N-glycan beta-mannosidase (GH5_18)	N-glycan utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.601	3.2.1.24:5	GH38(270-522)	GH38_e38	GH38	N	3	GH38	Alpha-1,2/3/6-mannosidase-2 (GH38)	N-glycan utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.602	3.2.1.24:5	GH38(267-521)	GH38_e38	GH38	N	3	GH38	Alpha-1,2/3/6-mannosidase-1 (GH38)	N-glycan utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.648	3.2.1.68:15|3.2.1.-:1	GH13_11(230-596)	GH13_e48	CBM48+GH13_11	N	3	GH13_11	Putative glycogen debranching enzyme-2 (GH13_11)	Maltose and starch utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.651	2.4.1.25:4	GH77(189-697)	GH77_e2	GH77	N	3	GH77	4-alpha-glucanotransferase (amylomaltase)-2 (EC 2.4.1.25)	Maltose and starch utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.698	3.2.1.185:2	GH127(3-566)	GH127_e0	GH127	N	3	GH127	Beta-1,2-L-arabinofuranosidase (GH127)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.699	3.2.1.187:2	GH121(4-1467)	GH121_e0	GH121+3.2.1.187	Y(1-33)	3	GH121	Extracellular beta-L-arabinobiosidase (GH121)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.700	3.2.1.55:1	GH43_29(92-415)	GH43_e210	GH43_29	Y(1-36)	3	GH43_29	Extracellular alpha-1,3-L-arabinofuranosidase (GH43_29)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.711	-	GH25(262-448)	GH25_e221	GH25	N	3	GH25	1,4-beta-N-acetylmuramidase	-
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.730	-	GH43_26(4-306)	GH43_e175	GH43_26	N	3	GH43_26	Alpha-1,5-L-arabinofuranosidase (GH43_26)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.734	3.2.1.55:1	GH43_27(353-686)	GH43_e116	GH43_27	N	3	GH43_27	Alpha-1,2/3-L-arabinofuranosidase (GH43_27)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.791	3.2.1.55:1	GH43_22(518-758)	GH43_e249	GH43_22	Y(1-27)	3	GH43_22	Extracellular alpha-1,3-L-arabinofuranosidase (GH43_22)	Type II arabinogalactan and gum arabic utilization in bifidobacteria; Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.792	3.2.1.55:1	GH43_22(505-749)	GH43_e135	GH43_22	Y(1-31)	3	GH43_22	Extracellular alpha-1,5-L-arabinofuranosidase (GH43_22)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.793	3.2.1.37:1|3.2.1.55:1|3.2.1.55:1	GH43_27(737-1084)	GH43_e243+GH43_e116	GH43_27	Y(1-35)	3	GH43_27	Extracellular alpha-1,2/3-L-arabinofuranosidase (GH43_27)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.794	-|3.2.1.55:1	GH43_22(407-675)+GH43_26(1467-1822)	GH43_e200+GH43_e249	GH43+GH43_22	Y(1-24)	3	GH43_22,GH43_26	Extracellular alpha-1,2/5-L-arabinofuranosidase (GH43_UC_26)	Xylose and xyloside utilization in bifidobacteria; Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.795	3.2.1.37:1|3.2.1.55:1	GH43_22(438-674)+GH43_34(1056-1355)	GH43_e201+GH43_e28	GH43_22+GH43_34	Y(1-27)	3	GH43_22,GH43_34	Extracellular alpha-1,3/4-L-arabinofuranosidase (GH43_22_34)	Type II arabinogalactan and gum arabic utilization in bifidobacteria; Xylose and xyloside utilization in bifidobacteria; Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.869	-|-|-	GH43_10(57-334)+CBM22(405-540)+CBM91(577-805)	GH43_e148+CBM22_e16+CBM91_e32	CBM22+GH43_10	Y(1-31)	3	GH43_10	Extracellular double substituted arabinoxylan alpha-L-arabinofuranosidase (GH43_10)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.870	3.2.1.8:4|3.2.1.55:3|3.2.1.37:1|3.2.1.-:1|3.2.1.55:11|3.2.1.8:2|3.2.1.-:2|3.2.1.37:1|3.2.1.55:13|3.2.1.8:3|3.2.1.-:2|3.2.1.37:1	CBM22(49-176)+GH43_16(221-552)+CBM6(582-714)	CBM22_e12+GH43_e261+CBM6_e6	CBM22+CBM6+GH43_16	Y(1-44)	3	GH43_16	Extracellular monosubstituted arabinoxylan alpha-1,2/3-L-arabinofuranosidase (GH43_16)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.876	-	GH13_4(163-560)	GH13_e4	GH13_4	N	3	GH13_4	Amylosucrase (EC 2.4.1.4)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.927	2.4.1.7:2	GH13_18(35-379)	GH13_e144	GH13_18+2.4.1.7	N	3	GH13_18	Sucrose phosphorylase (EC 2.4.1.7)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.934	3.2.1.20:2	GH13_30(33-403)	GH13_e234	GH13_30	N	3	GH13_30	Broad specificity alpha-glucosidase (GH13_30)	Maltose and starch utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.936	2.4.1.25:4	GH77(204-728)	GH77_e2	GH77	N	3	GH77	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)	Maltose and starch utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.941	-	GH31(198-627)	GH31_e77	GH31	N	3	GH31	Putative alpha-glucosidase (GH31)	Alpha-glucoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.989	3.2.1.97:8|3.2.1.97:8|3.2.1.35:2|3.2.1.52:2	GH101(347-1088)+CBM32(1552-1687)	GH101_e0+CBM32_e206	CBM32+GH101	Y(1-30)	3	GH101	Extracellular endo-alpha-N-acetylgalactosaminidase (GH101)	O-glycan utilization in bifidobacteria
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.1281	-	-	GH23_e487	GH23	N	2	GH23	FIG00672571: hypothetical protein	-
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.345	-	-	GH23_e314	GH0	Y(1-33)	2	GH23,GH0	Cell wall-binding protein	-
Bifidobacterium longum subsp. longum 44B	fig|1161743.3	fig|1161743.3.peg.595	3.2.1.96:8|3.2.1.52:4	-	GH18_e42	GH18	Y(1-44)	2	GH18	Endo-beta-N-acetylglucosaminidase-2 (GH18)	N-glycan utilization in bifidobacteria
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.113	2.4.1.7:2	GH13_18(35-379)	GH13_e144	GH13_18	N	3	GH13_18	Sucrose phosphorylase (EC 2.4.1.7)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.1188	3.2.1.4:2|3.2.1.4:2|3.2.1.-:1	GH5_2(261-504)+CBM2(594-687)	GH5_e326+CBM2_e118	CBM2+GH5_2	N	3	GH5_2	Endo-beta-1,4-glucanase (GH5)	-
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.1210	3.2.1.55:5	GH51(296-796)	GH51_e47	GH51	N	3	GH51	Putative alpha-L-arabinofuranosidase (GH51)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.1241	3.2.1.23:18	GH42(25-396)	GH42_e28	GH42	N	3	GH42	Beta-1,3/4/6-galactosidase (GH42)	Beta-galactoside utilization in bifidobacteria; HMO utilization in bifidobacteria
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.1281	-	GH32(124-488)	GH32_e130	GH32	N	3	GH32	Beta-2,1/6-fructofuranosidase (GH32)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.130	3.2.1.20:2	GH13_30(46-412)	GH13_e234	GH13_30	N	3	GH13_30	Alpha-1,4/6-glucosidase (GH13_30)	Maltose and starch utilization in bifidobacteria
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.1313	-	GH109(40-195)	GH109_e7	-	N	2	GH109	probable oxidoreductase	-
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.1344	-|-	GH13_21(251-564)	CBM34_e5+GH13_e177	GH13_21	N	3	GH13_21	Hypothetical GH	-
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.1448	3.2.1.68:15|3.2.1.-:1	GH13_11(230-596)	GH13_e48	CBM48+GH13_11	N	3	GH13_11	Putative glycogen debranching enzyme-2 (GH13_11)	Maltose and starch utilization in bifidobacteria
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.1451	2.4.1.25:4	GH77(189-706)	GH77_e2	GH77	N	3	GH77	4-alpha-glucanotransferase (amylomaltase)-2 (EC 2.4.1.25)	Maltose and starch utilization in bifidobacteria
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.1506	-	GH13_4(83-480)	GH13_e4	GH13_4	N	3	GH13_4	Amylosucrase (EC 2.4.1.4)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.1561	-	GH13_3(302-523)	GH13_e41	GH13_3	N	3	GH13_3	Cytoplasmic alpha-amylase (EC 3.2.1.1)	Maltose and starch utilization in bifidobacteria
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.1592	-	GH31(196-625)	GH31_e77	GH31	N	3	GH31	Putative alpha-glucosidase (GH31)	Alpha-glucoside utilization in bifidobacteria
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.1662	-|-	GH18(70-332)	GH18_e376+CBM5_e107	CBM5+GH18	N	3	GH18	GH18-family glycosyl hydrolase, related to Chitinases and Endo-beta-N-acetylglucosaminidases	-
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.1678	-	GH13(33-379)	GH13_e57	GH13_44	N	3	GH13_44	Alpha-1,4-glucosidase (GH13_44)	Maltose and starch utilization in bifidobacteria
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.1682	3.2.1.-:2|3.2.1.68:1|3.2.1.41:1	GH13_14(197-520)	GH13_e95	CBM48+GH13_14	N	3	GH13_14	Pullulanase (GH13_14)	Maltose and starch utilization in bifidobacteria
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.1683	2.4.1.25:4	GH77(197-724)	GH77_e2	GH77	N	3	GH77	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)	Maltose and starch utilization in bifidobacteria
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.1789	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(46-413)	GH13_e122	GH13_31	N	3	GH13_31	Alpha-1,6-glucosidase (GH13_31)	Alpha-glucoside utilization in bifidobacteria
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.1808	3.2.1.22:8	GH36(37-681)	GH36_e2	GH36	N	3	GH36	Alpha-1,6/4/3-galactosidase (GH36)	Alpha-galactoside utilization in bifidobacteria
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.234	-	CE4(313-426)	CE4_e303	CE4	N	3	CE4	hypothetical protein	-
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.406	-	GH25(108-305)	GH25_e221	GH25	Y(1-36)	3	GH25	hypothetical protein	-
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.496	3.2.1.21:6	GH3(79-310)	GH3_e91	GH3	N	3	GH3	Beta-glucosidase-2 (GH3)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.554	3.2.1.26:6	GH32(61-368)	GH32_e28	GH32	N	3	GH32	Beta-2,1/6-fructofuranosidase-2 (GH32)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.645	3.2.1.4:2|3.2.1.4:2|3.2.1.-:1|3.2.1.4:2|3.2.1.-:1	GH5_2(75-319)+CBM2(428-526)+CBM2(605-700)	GH5_e326+CBM2_e118+CBM2_e118	CBM2+GH5_2	N	3	GH5_2	hypothetical protein	-
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.67	3.2.1.55:1|3.2.1.21:1|3.2.1.58:1	GH5_44(32-326)	GH5_e69	GH5_44	N	3	GH5_44	probable glucosyl transferase	-
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.862	2.4.1.18:57|2.4.1.18:14	GH13_9(292-592)	CBM48_e2+GH13_e200	CBM48+GH13_9	N	3	GH13_9	1,4-alpha-glucan (glycogen) branching enzyme (GH13_9)	Maltose and starch utilization in bifidobacteria
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.885	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	CBM48(10-99)+GH13_11(179-532)	CBM48_e3+GH13_e48	CBM48+GH13_11	N	3	GH13_11	Putative glycogen debranching enzyme (GH13_11)	Maltose and starch utilization in bifidobacteria
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.96	-	CE4(206-314)	CE4_e267	CE4	N	3	CE4	Peptidoglycan N-acetylglucosamine deacetylase (EC 3.5.1.-)	-
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.960	3.2.1.1:5|3.2.1.116:1|3.2.1.1:2|3.2.1.41:2|3.2.1.41:25|3.2.1.1:2|3.2.1.68:2|3.2.1.41:25|3.2.1.1:2|3.2.1.68:2|3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2|3.2.1.-:2|3.2.1.68:1|3.2.1.41:1	GH13_32(89-373)+CBM25(555-628)+CBM41(658-750)+CBM41(775-900)+CBM48(1006-1093)+GH13_14(1168-1504)	GH13_e240+CBM25_e10+CBM41_e0+CBM41_e0+CBM48_e14+GH13_e95	CBM41+CBM48+GH13_14+GH13_32	Y(1-38)	3	GH13_32,GH13_14	Extracellular type II bifunctional pullulanase (GH13_14_32)	Maltose and starch utilization in bifidobacteria
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.961	3.2.1.1:5|3.2.1.116:1	GH13_32(69-346)	GH13_e240	GH13_32	Y(1-35)	3	GH13_32	Putative extracellular alpha-amylase (GH13_32)	Maltose and starch utilization in bifidobacteria
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.1791	-	-	GH36_e44	GH36	N	2	GH36	Alpha-1,3/4-galactosidase (GH36)	Alpha-glucoside utilization in bifidobacteria
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.415	-	-	GH23_e487	GH23	Y(1-45)	2	GH23	FIG00672571: hypothetical protein	-
Bifidobacterium thermophilum RBL67	fig|1254439.12	fig|1254439.12.peg.1822	-	-	GH23_e314	GH0	Y(1-38)	2	GH23,GH0	Cell wall-binding protein	-
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.1023	-	GH3(159-389)	GH3_e11	GH3	Y(1-39)	3	GH3	beta-glycosyl hydrolase	-
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.123	-	CE4(237-344)	CE4_e267	CE4	N	3	CE4	Peptidoglycan N-acetylglucosamine deacetylase (EC 3.5.1.-)	-
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.1245	3.2.1.26:6	GH32(57-367)	GH32_e28	GH32	N	3	GH32	Beta-2,1/6-fructofuranosidase-2 (GH32)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.136	2.4.1.7:2	GH13_18(35-379)	GH13_e144	GH13_18	N	3	GH13_18	Sucrose phosphorylase (EC 2.4.1.7)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.1413	-	GH30(35-483)	GH30_e52	GH30	N	3	GH30	Putative glycoside hydrolase (GH30)	-
Bifidobacterium animalis subsp. lactis DSM 10140	fig|555970.3	fig|555970.3.peg.1440	3.2.1.78:15|3.2.1.78:7	GH5_8(40-286)	GH5_e22+CBM10_e0	CBM10+GH5_8	Y(1-26)	3	GH5_8	Extracellular endo-beta-1,4-mannanase (GH5_8)	Mannose and mannoside utilization in bifidobacteria
