seed_id	annotation
fig|630129.38.peg.910	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2)
fig|630129.38.peg.909	ATPase
fig|630129.38.peg.908	FIG131328: Predicted ATP-dependent endonuclease of the OLD family
fig|630129.38.peg.907	hypothetical protein
fig|630129.38.peg.906	hypothetical protein
fig|630129.38.peg.905	hypothetical protein
fig|630129.38.peg.904	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) ## AroF beta
fig|630129.38.peg.903	hypothetical protein
fig|630129.38.peg.902	hypothetical protein
fig|630129.38.peg.901	McrBC restriction endonuclease system, McrB subunit, putative
fig|630129.38.peg.900	DNA-cytosine methyltransferase (EC 2.1.1.37)
fig|630129.38.peg.899	hypothetical protein
fig|630129.38.peg.898	hypothetical protein
fig|630129.38.peg.897	hypothetical protein
fig|630129.38.peg.896	hypothetical protein
fig|630129.38.peg.895	hypothetical protein
fig|630129.38.peg.894	hypothetical protein
fig|630129.38.peg.893	hypothetical protein
fig|630129.38.peg.892	hypothetical protein
fig|630129.38.peg.891	hypothetical protein
fig|630129.38.peg.890	hypothetical protein
fig|630129.38.peg.889	hypothetical protein
fig|630129.38.peg.888	hypothetical protein
fig|630129.38.peg.887	Putative glycogen debranching enzyme (GH13_11)
fig|630129.38.peg.886	ADP-ribose pyrophosphatase (EC 3.6.1.13)
fig|630129.38.peg.885	GTP cyclohydrolase 1 type 2 homolog YbgI
fig|630129.38.peg.884	DNA polymerase I (EC 2.7.7.7)
fig|630129.38.peg.883	hypothetical protein
fig|630129.38.peg.882	Aldose 1-epimerase
fig|630129.38.peg.881	Thiamin-related 3-oxoacyl-[acyl-carrier protein] reductase OarX
fig|630129.38.peg.880	Beta-glucosidase-2 (GH1)
fig|630129.38.peg.879	Putative beta-glucooligosaccharide ABC transporter permease component 2 (TC 3.A.1.1)
fig|630129.38.peg.878	Putative beta-glucooligosaccharide ABC transporter permease component 1 (TC 3.A.1.1)
fig|630129.38.peg.877	Putative beta-glucooligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1)
fig|630129.38.peg.876	Putative transcriptional regulator of beta-glucooligosaccharide utilization (LacI family)
fig|630129.38.peg.875	hypothetical protein
fig|630129.38.peg.874	hypothetical protein
fig|630129.38.peg.873	Antitoxin DinJ (binds YafQ toxin)
fig|630129.38.peg.872	hypothetical protein
fig|630129.38.peg.871	Pyruvate kinase (EC 2.7.1.40)
fig|630129.38.peg.870	Integral membrane protein TerC
fig|630129.38.peg.869	Excinuclease ABC subunit B
fig|630129.38.peg.868	Dephospho-CoA kinase (EC 2.7.1.24)
fig|630129.38.peg.867	SSU ribosomal protein S1p
fig|630129.38.peg.866	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)
fig|630129.38.peg.865	Zinc ABC transporter, substrate-binding protein ZnuA
fig|630129.38.peg.864	Zinc ABC transporter, ATP-binding protein ZnuC
fig|630129.38.peg.863	Zinc ABC transporter, permease protein ZnuB
fig|630129.38.peg.862	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)
fig|630129.38.peg.861	CarD-like transcriptional regulator
fig|630129.38.peg.860	1,4-alpha-glucan (glycogen) branching enzyme (GH13_9)
fig|630129.38.peg.859	Two-component transcriptional response regulator SCO5283, OmpR family
fig|630129.38.peg.858	Two-component system sensor histidine kinase
fig|630129.38.peg.857	Competence protein F homolog, phosphoribosyltransferase domain; protein YhgH required for utilization of DNA as sole source of carbon and energy
fig|630129.38.peg.856	hypothetical protein
fig|630129.38.peg.855	FIG00672077: hypothetical protein
fig|630129.38.peg.854	hypothetical protein
fig|630129.38.peg.853	putative glycosyl transferase domain protein
fig|630129.38.peg.852	Sporulation regulatory protein WhiB
fig|630129.38.peg.851	Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily A1
fig|630129.38.peg.850	hypothetical protein
fig|630129.38.peg.849	Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily A1
fig|630129.38.peg.848	DNA translocase FtsK
fig|630129.38.peg.847	Transcriptional regulator, WhiB family
fig|630129.38.peg.846	Two-component system sensor histidine kinase
fig|630129.38.peg.845	FIG01964566: Predicted membrane protein, hemolysin III homolog
fig|630129.38.peg.844	Transcription elongation factor GreA
fig|630129.38.peg.843	FK506-binding protein, peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)
fig|630129.38.peg.842	L-serine dehydratase, beta subunit (EC 4.3.1.17) / L-serine dehydratase, alpha subunit (EC 4.3.1.17)
fig|630129.38.peg.841	4-hydroxybenzoate polyprenyltransferase and related prenyltransferases
fig|630129.38.peg.840	Exopolyphosphatase (EC 3.6.1.11)
fig|630129.38.peg.839	FIG004853: possible toxin to DivIC
fig|630129.38.peg.838	Cell division protein DivIC (FtsB), stabilizes FtsL against RasP cleavage
fig|630129.38.peg.837	Enolase (EC 4.2.1.11)
fig|630129.38.peg.836	Transcription-repair coupling factor
fig|630129.38.peg.835	Peptidyl-tRNA hydrolase (EC 3.1.1.29)
fig|630129.38.peg.834	Acetyltransferase, GNAT family
fig|630129.38.peg.833	UPF0182 protein AF1421
fig|630129.38.peg.832	beta-glycosyl hydrolase
fig|630129.38.peg.831	hypothetical protein
fig|630129.38.peg.830	Branched-chain amino acid transport protein AzlD
fig|630129.38.peg.829	hypothetical protein
fig|630129.38.peg.828	D-aminoacyl-tRNA deacylase (EC 3.1.1.96)
fig|630129.38.peg.827	hypothetical protein
fig|630129.38.peg.826	oxidoreductase of aldo/keto reductase family, subgroup 1
fig|630129.38.peg.825	Transcriptional regulator
fig|630129.38.peg.824	hypothetical protein
fig|630129.38.peg.823	hypothetical protein
fig|630129.38.peg.822	acetyltransferase
fig|630129.38.peg.821	Putative aminotransferase
fig|630129.38.peg.820	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)
fig|630129.38.peg.819	OpcA, an allosteric effector of glucose-6-phosphate dehydrogenase, actinobacterial
fig|630129.38.peg.818	6-phosphogluconolactonase (EC 3.1.1.31), eukaryotic type
fig|630129.38.peg.817	Uncharacterized MFS-type transporter
fig|630129.38.peg.816	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)
fig|630129.38.peg.815	FIG00996524: hypothetical protein
fig|630129.38.peg.814	hypothetical protein
fig|630129.38.peg.813	Probable iron export ATP-binding protein FetA
fig|630129.38.peg.812	Probable iron export permease protein FetB
fig|630129.38.peg.811	ATP-dependent RNA helicase
fig|630129.38.peg.810	Putative short-chain dehydrogenase
fig|630129.38.peg.809	hypothetical protein
fig|630129.38.peg.808	Nucleotidyltransferase domain protein, BT0168 group
fig|630129.38.peg.807	Pyrimidine permease
fig|630129.38.peg.806	hypothetical protein
fig|630129.38.peg.805	hypothetical protein
fig|630129.38.peg.804	Transcriptional regulator, AraC family
fig|630129.38.peg.803	Uncharacterized domain COG3236 / GTP cyclohydrolase II (EC 3.5.4.25)
fig|630129.38.peg.802	hypothetical protein
fig|630129.38.peg.801	hypothetical protein
fig|630129.38.peg.800	Integrase
fig|630129.38.peg.799	Uncharacterized UPF0721 integral membrane protein
fig|630129.38.peg.798	Putative membrane protein YeiH
fig|630129.38.peg.797	hypothetical protein
fig|630129.38.peg.796	hypothetical protein
fig|630129.38.peg.795	Uncharacterized MFS-type transporter
fig|630129.38.peg.794	Serine/threonine protein kinase
fig|630129.38.peg.793	Uncharacterized MFS-type transporter
fig|630129.38.peg.792	Uncharacterized MFS-type transporter
fig|630129.38.peg.791	Serine/threonine protein kinase
fig|630129.38.peg.790	Uncharacterized MFS-type transporter
fig|630129.38.peg.789	Uncharacterized MFS-type transporter
fig|630129.38.peg.788	hypothetical protein
fig|630129.38.peg.787	Integral membrane protein
fig|630129.38.peg.786	Transcriptional regulator, AcrR family
fig|630129.38.peg.785	Uncharacterized MFS-type transporter
fig|630129.38.peg.784	hypothetical protein
fig|630129.38.peg.783	hypothetical protein
fig|630129.38.peg.782	hypothetical protein
fig|630129.38.peg.781	hypothetical protein
fig|630129.38.peg.780	transcriptional modulator of MazE/toxin, MazF
fig|630129.38.peg.779	hypothetical protein
fig|630129.38.peg.778	SAM-dependent methyltransferase
fig|630129.38.peg.777	Integral membrane protein
fig|630129.38.peg.776	hypothetical protein
fig|630129.38.peg.775	hypothetical protein
fig|630129.38.peg.774	Excinuclease ABC subunit A paralog of unknown function
fig|630129.38.peg.773	Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps
fig|630129.38.peg.772	hypothetical protein
fig|630129.38.peg.771	hypothetical protein
fig|630129.38.peg.770	Transcriptional regulator, AraC family
fig|630129.38.peg.769	GTP-binding and nucleic acid-binding protein YchF
fig|630129.38.peg.768	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)
fig|630129.38.peg.767	proline iminopeptidase
fig|630129.38.peg.766	Two-component system sensor histidine kinase
fig|630129.38.peg.765	Two-component system response regulator protein
fig|630129.38.peg.764	ABC transporter, fused permease protein
fig|630129.38.peg.763	ABC transporter, ATP-binding protein
fig|630129.38.peg.762	Transcriptional regulator, AsnC family
fig|630129.38.peg.761	Transmembrane component of energizing module of predicted pyridoxine-related ECF transporter
fig|630129.38.peg.760	Duplicated ATPase component of energizing module of predicted pyridoxine-related ECF transporter
fig|630129.38.peg.759	Substrate-specific component PdxU2 of predicted pyridoxin-related ECF transporter
fig|630129.38.peg.758	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) @ O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)
fig|630129.38.peg.757	Pyridoxal kinase (EC 2.7.1.35)
fig|630129.38.peg.756	UPF0102 protein YraN
fig|630129.38.peg.755	AAA+ ATPase superfamily protein YifB/ComM, associated with DNA recombination
fig|630129.38.peg.754	Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake
fig|630129.38.peg.753	Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)
fig|630129.38.peg.752	Succinate dehydrogenase iron-sulfur protein (EC 1.3.5.1)
fig|630129.38.peg.751	O-methyltransferase, family 3
fig|630129.38.peg.750	Na+/H+ antiporter NhaA type
fig|630129.38.peg.749	ATP-dependent Clp protease ATP-binding subunit ClpX
fig|630129.38.peg.748	ATP-dependent Clp protease proteolytic subunit ClpP (EC 3.4.21.92)
fig|630129.38.peg.747	ATP-dependent Clp protease proteolytic subunit ClpP (EC 3.4.21.92)
fig|630129.38.peg.746	ABC transporter, substrate-binding protein (cluster 5, nickel/peptides/opines)
fig|630129.38.peg.745	Uncharacterized MFS-type transporter
fig|630129.38.peg.744	Replication-associated recombination protein RarA
fig|630129.38.peg.743	Helicase, C-terminal:DEAD/DEAH box helicase, N-terminal
fig|630129.38.peg.742	UDP-galactose-lipid carrier transferase (EC 2.-.-.-)
fig|630129.38.peg.741	ABC transporter, permease protein (cluster 3, basic aa/glutamine/opines)
fig|630129.38.peg.740	ABC transporter, permease protein (cluster 3, basic aa/glutamine/opines)
fig|630129.38.peg.739	ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)
fig|630129.38.peg.738	ABC transporter, ATP-binding protein (cluster 3, basic aa/glutamine/opines)
fig|630129.38.peg.737	hypothetical protein
fig|630129.38.peg.736	Glutamine ABC transporter, ATP-binding protein GlnQ
fig|630129.38.peg.735	Glutamine ABC transporter, substrate-binding protein GlnH / Glutamine ABC transporter, permease protein GlnP
fig|630129.38.peg.734	Aspartyl-tRNA synthetase (EC 6.1.1.12) @ Aspartyl-tRNA(Asn) synthetase (EC 6.1.1.23)
fig|630129.38.peg.733	Histidyl-tRNA synthetase (EC 6.1.1.21)
fig|630129.38.peg.732	Uncharacterized DUF349-containing protein SCO1511
fig|630129.38.peg.731	Cytosine deaminase (EC 3.5.4.1)
fig|630129.38.peg.730	Cytosine deaminase (EC 3.5.4.1)
fig|630129.38.peg.729	Cytosine/purine/uracil/thiamine/allantoin permease family protein
fig|630129.38.peg.728	hypothetical protein
fig|630129.38.peg.727	Cytosine deaminase (EC 3.5.4.1)
fig|630129.38.peg.726	ATP-dependent Clp protease, ATP-binding subunit ClpC
fig|630129.38.peg.725	hypothetical protein
fig|630129.38.peg.724	hypothetical protein
fig|630129.38.peg.723	Cold shock protein of CSP family => SCO4325
fig|630129.38.peg.722	Two-component system sensor histidine kinase
fig|630129.38.peg.721	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain
fig|630129.38.peg.720	hypothetical protein
fig|630129.38.peg.719	hypothetical protein
fig|630129.38.peg.718	Heat shock protein 60 kDa family chaperone GroEL
fig|630129.38.peg.717	hypothetical protein
fig|630129.38.peg.716	Uracil-DNA glycosylase, family 1 (EC 3.2.2.27)
fig|630129.38.peg.715	MoxR-like ATPase in aerotolerance operon
fig|630129.38.peg.714	hypothetical protein PA3071
fig|630129.38.peg.713	hypothetical protein
fig|630129.38.peg.712	Aerotolerance protein BatA
fig|630129.38.peg.711	Aerotolerance protein BatB
fig|630129.38.peg.710	hypothetical protein
fig|630129.38.peg.709	hypothetical protein
fig|630129.38.peg.708	COG0657: Esterase/lipase
fig|630129.38.peg.707	Adenylosuccinate lyase (EC 4.3.2.2) @ SAICAR lyase (EC 4.3.2.2)
fig|630129.38.peg.706	hypothetical protein
fig|630129.38.peg.705	DNA-binding protein HU-alpha
fig|630129.38.peg.704	hypothetical protein
fig|630129.38.peg.703	hypothetical protein
fig|630129.38.peg.702	Pup ligase PafA, possible component of postulated heterodimer PafA-PafA'
fig|630129.38.peg.701	Prokaryotic ubiquitin-like protein Pup
fig|630129.38.peg.700	Inositol-1-monophosphatase (EC 3.1.3.25)
fig|630129.38.peg.699	Pup ligase PafA' paralog, possible component of postulated heterodimer PafA-PafA'
fig|630129.38.peg.698	Bacterial proteasome-activating AAA-ATPase (PAN)
fig|630129.38.peg.697	Phosphoserine phosphatase (EC 3.1.3.3)
fig|630129.38.peg.696	Methionyl-tRNA formyltransferase (EC 2.1.2.9)
fig|630129.38.peg.695	possible alpha beta hydrolase
fig|630129.38.peg.694	Helicase PriA essential for oriC/DnaA-independent DNA replication
fig|630129.38.peg.693	S-adenosylmethionine synthetase (EC 2.5.1.6)
fig|630129.38.peg.692	DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)
fig|630129.38.peg.691	Dihydroxy-acid dehydratase (EC 4.2.1.9)
fig|630129.38.peg.690	Guanylate kinase (EC 2.7.4.8)
fig|630129.38.peg.689	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)
fig|630129.38.peg.688	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)
fig|630129.38.peg.687	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)
fig|630129.38.peg.686	Transcription termination protein NusB
fig|630129.38.peg.685	Translation elongation factor P
fig|630129.38.peg.684	Translation elongation factor Tu
fig|630129.38.peg.683	Translation elongation factor G
fig|630129.38.peg.682	SSU ribosomal protein S7p (S5e)
fig|630129.38.peg.681	SSU ribosomal protein S12p (S23e)
fig|630129.38.peg.680	hypothetical protein
fig|630129.38.peg.679	Probable Na+ dependent transporter possibly for ileal bile acids
fig|630129.38.peg.678	Low-specificity L-threonine aldolase (EC 4.1.2.48)
fig|630129.38.peg.677	Glycosyltransferase
fig|630129.38.peg.676	Formate-dependent phosphoribosylglycinamide formyltransferase
fig|630129.38.peg.675	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)
fig|630129.38.peg.674	Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3) / Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)
fig|630129.38.peg.673	hypothetical protein
fig|630129.38.peg.672	ABC transporter, ATP-binding protein
fig|630129.38.peg.671	hypothetical protein
fig|630129.38.peg.670	hypothetical protein
fig|630129.38.peg.669	hypothetical protein
fig|630129.38.peg.668	Two-component transcriptional response regulator, LuxR family
fig|630129.38.peg.667	hypothetical protein
fig|630129.38.peg.666	hypothetical protein
fig|630129.38.peg.665	hypothetical protein
fig|630129.38.peg.664	Amidophosphoribosyltransferase (EC 2.4.2.14)
fig|630129.38.peg.663	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)
fig|630129.38.peg.662	Phosphoribosylamine--glycine ligase (EC 6.3.4.13)
fig|630129.38.peg.661	Putative transcriptional regulator with a sugar kinase domain, GntR family
fig|630129.38.peg.660	Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)
fig|630129.38.peg.659	hypothetical protein
fig|630129.38.peg.658	hypothetical protein
fig|630129.38.peg.657	Pyrimidine nucleoside transporter
fig|630129.38.peg.656	Pyrimidine-nucleoside phosphorylase (EC 2.4.2.2)
fig|630129.38.peg.655	Deoxyribonucleoside regulator DeoR (transcriptional repressor)
fig|630129.38.peg.654	Purine nucleoside phosphorylase (EC 2.4.2.1)
fig|630129.38.peg.653	Phosphopentomutase (EC 5.4.2.7)
fig|630129.38.peg.652	Deoxyribose-phosphate aldolase (EC 4.1.2.4)
fig|630129.38.peg.651	Ribokinase (EC 2.7.1.15) truncated
fig|630129.38.peg.650	Ribokinase (EC 2.7.1.15) truncated
fig|630129.38.peg.649	Ribose operon repressor
fig|630129.38.peg.648	hypothetical protein
fig|630129.38.peg.647	hypothetical protein
fig|630129.38.peg.646	Uncharacterized membrane protein
fig|630129.38.peg.645	probable acid phosphatase
fig|630129.38.peg.644	hypothetical protein
fig|630129.38.peg.643	hypothetical protein
fig|630129.38.peg.642	LSU ribosomal protein L28p @ LSU ribosomal protein L28p, zinc-independent
fig|630129.38.peg.641	LSU ribosomal protein L33p @ LSU ribosomal protein L33p, zinc-independent
fig|630129.38.peg.640	SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e), zinc-independent
fig|630129.38.peg.639	LSU ribosomal protein L31p @ LSU ribosomal protein L31p, zinc-independent
fig|630129.38.peg.638	LSU ribosomal protein L36p @ LSU ribosomal protein L36p, zinc-independent
fig|630129.38.peg.637	LSU ribosomal protein L32p @ LSU ribosomal protein L32p, zinc-dependent
fig|630129.38.peg.636	hypothetical protein
fig|630129.38.peg.635	Zinc uptake regulation protein Zur
fig|630129.38.peg.634	Zinc ABC transporter, substrate-binding lipoprotein AdcA
fig|630129.38.peg.633	Zinc uptake regulation protein Zur
fig|630129.38.peg.632	N5-carboxyaminoimidazole ribonucleotide synthase (EC 6.3.4.18)
fig|630129.38.peg.631	N5-carboxyaminoimidazole ribonucleotide mutase (EC 5.4.99.18)
fig|630129.38.peg.630	NADPH:quinone oxidoreductases or alcohol dehydrogenase
fig|630129.38.peg.629	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)
fig|630129.38.peg.628	ABC-type antimicrobial peptide transport system, permease component
fig|630129.38.peg.627	hypothetical protein
fig|630129.38.peg.626	Methionine ABC transporter ATP-binding protein
fig|630129.38.peg.625	Protein QmcA (possibly involved in integral membrane quality control)
fig|630129.38.peg.624	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) / O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)
fig|630129.38.peg.623	Cystathionine gamma-lyase (EC 4.4.1.1)
fig|630129.38.peg.622	Aspartate aminotransferase (EC 2.6.1.1)
fig|630129.38.peg.621	Methionine ABC transporter permease protein
fig|630129.38.peg.620	Methionine ABC transporter ATP-binding protein
fig|630129.38.peg.619	Methionine ABC transporter substrate-binding protein
fig|630129.38.peg.618	2-dehydropantoate 2-reductase (EC 1.1.1.169)
fig|630129.38.peg.617	ABC-type amino acid transport/signal transduction system, periplasmic component/domain
fig|630129.38.peg.616	ABC transporter, ATP-binding protein (cluster 3, basic aa/glutamine/opines)
fig|630129.38.peg.615	ABC transporter, permease protein (cluster 3, basic aa/glutamine/opines)
fig|630129.38.peg.614	ABC transporter, permease protein (cluster 3, basic aa/glutamine/opines)
fig|630129.38.peg.613	hypothetical protein
fig|630129.38.peg.612	Histone acetyltransferase HPA2 and related acetyltransferases
fig|630129.38.peg.611	Ribosome protection-type tetracycline resistance related proteins, group 2
fig|630129.38.peg.610	Inner membrane protein YbiR, putative anion permease
fig|630129.38.peg.609	DNA primase DnaG
fig|630129.38.peg.608	dNTP triphosphohydrolase, broad substrate specificity
fig|630129.38.peg.607	hypothetical protein
fig|630129.38.peg.606	hypothetical protein
fig|630129.38.peg.605	hypothetical protein
fig|630129.38.peg.604	hypothetical protein
fig|630129.38.peg.603	hypothetical protein
fig|630129.38.peg.602	hypothetical protein
fig|630129.38.peg.601	hypothetical protein
fig|630129.38.peg.600	Alanine racemase (EC 5.1.1.1)
fig|630129.38.peg.599	Uncharacterized amino acid permease YhdG
fig|630129.38.peg.598	Histone acetyltransferase HPA2 and related acetyltransferases
fig|630129.38.peg.597	S-ribosylhomocysteine lyase (EC 4.4.1.21) @ Autoinducer-2 production protein LuxS
fig|630129.38.peg.596	ATP-dependent DNA helicase RecQ
fig|630129.38.peg.595	Cystathionine gamma-lyase (EC 4.4.1.1)
fig|630129.38.peg.594	Cystathionine beta-synthase (EC 4.2.1.22)
fig|630129.38.peg.593	hypothetical protein
fig|630129.38.peg.592	Oligopeptide ABC transporter, ATP-binding protein OppF (TC 3.A.1.5.1)
fig|630129.38.peg.591	ABC transporter, ATP-binding protein (cluster 5, nickel/peptides/opines)
fig|630129.38.peg.590	Dipeptide ABC transporter, permease protein DppC (TC 3.A.1.5.2)
fig|630129.38.peg.589	Dipeptide ABC transporter, permease protein DppB (TC 3.A.1.5.2)
fig|630129.38.peg.588	ABC transporter, substrate-binding protein (cluster 5, nickel/peptides/opines)
fig|630129.38.peg.587	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36) / Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)
fig|630129.38.peg.586	Pantothenate kinase type III, CoaX-like (EC 2.7.1.33)
fig|630129.38.peg.585	Lactulose ABC transporter substrate-binding protein (TC 3.A.1.1) / Putative galactooligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1)
fig|630129.38.peg.584	Beta-1,3/4/6-galactosidase (GH42)
fig|630129.38.peg.583	Serine/threonine:Na+ symporter SstT
fig|630129.38.peg.582	Pseudouridine synthase (EC 4.2.1.70), PA2043 type
fig|630129.38.peg.581	Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)
fig|630129.38.peg.580	Predicted arginine ABC transporter, ATP-binding protein
fig|630129.38.peg.579	Predicted arginine ABC transporter, permease protein
fig|630129.38.peg.578	Predicted arginine ABC transporter, substrate-binding protein
fig|630129.38.peg.577	hypothetical protein
fig|630129.38.peg.576	Predicted arginine ABC transporter, substrate-binding protein
fig|630129.38.peg.575	Predicted arginine ABC transporter, substrate-binding protein
fig|630129.38.peg.574	tmRNA-binding protein SmpB
fig|630129.38.peg.573	FIG00672196: hypothetical protein
fig|630129.38.peg.572	Cell-division-associated, ABC-transporter-like signaling protein FtsX
fig|630129.38.peg.571	Cell-division-associated, ABC-transporter-like signaling protein FtsE
fig|630129.38.peg.570	Peptide chain release factor 2
fig|630129.38.peg.569	hypothetical protein
fig|630129.38.peg.568	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase (EC 2.1.1.177)
fig|630129.38.peg.567	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)
fig|630129.38.peg.566	Citrate synthase (si) (EC 2.3.3.1)
fig|630129.38.peg.565	Methionine aminopeptidase (EC 3.4.11.18)
fig|630129.38.peg.564	Metallopeptidase
fig|630129.38.peg.563	Single-stranded DNA-binding protein
fig|630129.38.peg.562	Prolyl-tRNA synthetase (EC 6.1.1.15), bacterial type
fig|630129.38.peg.561	Putative helicase
fig|630129.38.peg.560	hypothetical protein
fig|630129.38.peg.559	3'-to-5' oligoribonuclease (orn)
fig|630129.38.peg.558	Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205)
fig|630129.38.peg.557	Decaprenyl-phosphate N-acetylglucosaminephosphotransferase (EC 2.7.8.35)
fig|630129.38.peg.556	Threonylcarbamoyl-AMP synthase (EC 2.7.7.87)
fig|630129.38.peg.555	Branched-chain amino acid transport ATP-binding protein LivF (TC 3.A.1.4.1)
fig|630129.38.peg.554	Branched-chain amino acid transport ATP-binding protein LivG (TC 3.A.1.4.1)
fig|630129.38.peg.553	Branched-chain amino acid transport system permease protein LivM (TC 3.A.1.4.1)
fig|630129.38.peg.552	High-affinity branched-chain amino acid transport system permease protein LivH (TC 3.A.1.4.1)
fig|630129.38.peg.551	Branched-chain amino acid ABC transporter, amino acid-binding protein (TC 3.A.1.4.1)
fig|630129.38.peg.550	Peptide chain release factor N(5)-glutamine methyltransferase (EC 2.1.1.297)
fig|630129.38.peg.549	Peptide chain release factor 1
fig|630129.38.peg.548	LSU ribosomal protein L31p @ LSU ribosomal protein L31p, zinc-dependent
fig|630129.38.peg.547	Putative transcriptional regulator of xylose utilization (ROK family)
fig|630129.38.peg.546	Xylulose kinase (EC 2.7.1.17)
fig|630129.38.peg.545	hypothetical protein
fig|630129.38.peg.544	Maltose O-acetyltransferase (EC 2.3.1.79)
fig|630129.38.peg.543	Putative XOS/AXOS acetyl or feruloyl esterase-1 (CE20)
fig|630129.38.peg.542	Beta-1,4-xylosidase-3 (GH43_11)
fig|630129.38.peg.541	XOS/AXOS ABC transporter-1 permease component 2 (TC 3.A.1.1)
fig|630129.38.peg.540	XOS/AXOS ABC transporter-1 permease component 1 (TC 3.A.1.1)
fig|630129.38.peg.539	XOS/AXOS ABC transporter-1 substrate-binding component (TC 3.A.1.1)
fig|630129.38.peg.538	Putative transcriptional regulator of XOS/AXOS utilization (LacI family)
fig|630129.38.peg.537	Monosubstituted AXOS alpha-1,2/3-L-arabinofuranosidase (GH43_12)
fig|630129.38.peg.536	Xylose isomerase (EC 5.3.1.5)
fig|630129.38.peg.535	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) @ O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)
fig|630129.38.peg.534	Exoenzymes regulatory protein AepA precursor
fig|630129.38.peg.533	hypothetical protein
fig|630129.38.peg.532	hypothetical protein
fig|630129.38.peg.531	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)
fig|630129.38.peg.530	Peptide deformylase (EC 3.5.1.88)
fig|630129.38.peg.529	Acetyltransferase, GNAT family
fig|630129.38.peg.528	hypothetical protein
fig|630129.38.peg.527	blasticidin S deaminase, putative
fig|630129.38.peg.526	hypothetical protein
fig|630129.38.peg.525	Energy-dependent translational throttle protein EttA
fig|630129.38.peg.524	hypothetical protein
fig|630129.38.peg.523	Acyl-CoA thioesterase II (EC 3.1.2.-)
fig|630129.38.peg.522	FIG027937: secreted protein
fig|630129.38.peg.521	Dihydroneopterin aldolase (EC 4.1.2.25) / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3) / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)
fig|630129.38.peg.520	Dihydropteroate synthase (EC 2.5.1.15)
fig|630129.38.peg.519	GTP cyclohydrolase I (EC 3.5.4.16) type 1
fig|630129.38.peg.518	Cell division-associated, ATP-dependent zinc metalloprotease FtsH
fig|630129.38.peg.517	Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)
fig|630129.38.peg.516	tRNA(Ile)-lysidine synthetase (EC 6.3.4.19)
fig|630129.38.peg.515	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)
fig|630129.38.peg.514	FIG00672408: hypothetical protein
fig|630129.38.peg.513	UPF0118 membrane protein SCO5767
fig|630129.38.peg.512	Putative glycosyltransferase
fig|630129.38.peg.511	Lactaldehyde reductase (EC 1.1.1.77)
