mcSEED_subsystem	name	alt_names	annotation	dupl_subsystem	dupl_homolog	phenotype	pathway	type	classification	additional_classification	function	regulon	evidence	PMID	example_id_mcSEED	example_locus_tag	additional_info
Xylose and xyloside utilization	AraB	NA	Ribulokinase (EC 2.7.1.16)	d	NA	Ara	L-arabinose utilization	downstream_catabolism	EC 2.7.1.16	NA	Predicted to phosphorylate L-ribulose to L-ribulose-5-phosphate	AraQ	predicted	NA	fig|565042.3.peg.350	BLLJ_0340	NA
Xylose and xyloside utilization	AraD	UlaF	L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4)	d	NA	Ara;Asc	L-arabinose utilization;L-ascorbate utilization	downstream_catabolism	EC 5.1.3.4	NA	Isomerizes L-ribulose-5-phosphate to D-xylulose 5-phosphate	AraQ or AscR	predicted	NA	fig|565042.3.peg.351	BLLJ_0341	38% seq. identity with characterized L-ribulose-5-phosphate 4-epimerase from Escherichia coli (PMID: 11741871)
Xylose and xyloside utilization	AraF	NA	Putative arabinose ABC transporter substrate-binding component (TC 3.A.1.2)	d	NA	Ara	L-arabinose utilization	transporter	TC 3.A.1.2	ABC Superfamily; Carbohydrate Uptake Transporter-2 (CUT2) Family	Predicted to transport L-arabinose	AraU	predicted	29740413	fig|565042.3.peg.1626	BLLJ_1569	NA
Xylose and xyloside utilization	AraG	NA	Putative arabinose ABC transporter ATP-binding component (TC 3.A.1.2)	d	NA	Ara	L-arabinose utilization	transporter	TC 3.A.1.2	ABC Superfamily; Carbohydrate Uptake Transporter-2 (CUT2) Family	Predicted to transport L-arabinose	AraU	predicted	29740413	fig|565042.3.peg.1625	BLLJ_1568	NA
Xylose and xyloside utilization	AraH	NA	Putative arabinose ABC transporter permease component (TC 3.A.1.2)	d	NA	Ara	L-arabinose utilization	transporter	TC 3.A.1.2	ABC Superfamily; Carbohydrate Uptake Transporter-2 (CUT2) Family	Predicted to transport L-arabinose	AraU	predicted	29740413	fig|565042.3.peg.1624	BLLJ_1567	NA
Xylose and xyloside utilization	BpXyl43C	XylC	Beta-1,4-xylosidase-3 (GH43_11)	NA	d	XOS;AXOS	Xylooligosaccharide utilization;Arabinoxylooligosaccharide utilization	CAZyme	GH43_11	intracellular	Releases terminal beta-1,4-linked xylose (D-Xylp) residues from xylotetraose	XosR	characterized	21691791	fig|367928.6.peg.455	BAD_0428	NA
Xylose and xyloside utilization	BpXyl43C	NA	Beta-1,4-xylosidase-3 (GH43_11)	NA	d	XOS;AXOS	Xylooligosaccharide utilization;Arabinoxylooligosaccharide utilization	CAZyme	GH43_11	intracellular	Releases terminal beta-1,4-linked xylose (D-Xylp) residues from xylooligosaccharides (DP2-6) and arabinoxylooligosaccharides (DP3)	XosR	characterized	33036985	fig|547043.16.peg.1254	BPSE_1167	Gene in Bifidobacterium pseudocatenulatum is upregulated on xylooligosaccharides, xylose, and arabinoxylooligosaccharides (PMID: 33036985)
Xylose and xyloside utilization	BpXyl43C	BXA43	Beta-1,4-xylosidase-3 (GH43_11)	NA	d	XOS;AXOS	Xylooligosaccharide utilization;Arabinoxylooligosaccharide utilization	CAZyme	GH43_11	intracellular	Releases terminal beta-1,4-linked xylose (D-Xylp) residues from xylooligosaccharides (DP2-4)	XosR	characterized	24025736	fig|552531.3.peg.1008	BIF_00092	Gene in Bifidobacterium animalis subsp. lactis Bl-04 is upregulated on xylooligosaccharides (PMIDs: 23663691)
Xylose and xyloside utilization	BpXyl43C	BfdXYL2	Beta-1,4-xylosidase-3 (GH43_11)	NA	d	XOS;AXOS	Xylooligosaccharide utilization;Arabinoxylooligosaccharide utilization	CAZyme	GH43_11	intracellular	Releases terminal beta-1,4-linked xylose (D-Xylp) residues from xylooligosaccharides (DP2-6)	XosR	characterized	34949752	fig|871562.3.peg.143	HMPREF0168_1367	NA
Xylose and xyloside utilization	BpAbf43B	AbfA	Monosubstituted AXOS alpha-1,2/3-L-arabinofuranosidase (GH43_12)	NA	d	AXOS	Arabinoxylooligosaccharide utilization	CAZyme	GH43_12	intracellular	Releases terminal alpha-1,2/3-linked arabinose (L-Araf) residues from O-2 or O-3 monosubstituted xylose residues in arabinoxylooligosaccharides	XosR	characterized	20971079	fig|367928.6.peg.448	BAD_0423	NA
Xylose and xyloside utilization	BpAbf43B	NA	Monosubstituted AXOS alpha-1,2/3-L-arabinofuranosidase (GH43_12)	NA	d	AXOS	Arabinoxylooligosaccharide utilization	CAZyme	GH43_12	intracellular	Releases terminal alpha-1,2/3-linked arabinose (L-Araf) residues from O-2 or O-3 monosubstituted xylose residues in arabinoxylooligosaccharides (A3XX, A2XXX, XA3XXX)	XosR	characterized	33036985	fig|547043.16.peg.1248	BPSE_1162	Gene in Bifidobacterium pseudocatenulatum is upregulated on xylooligosaccharides, xylose, and arabinoxylooligosaccharides (PMID: 33036985)
Xylose and xyloside utilization	BpAbf43B	BfdABF3	Monosubstituted AXOS alpha-1,2/3-L-arabinofuranosidase (GH43_12)	NA	d	AXOS	Arabinoxylooligosaccharide utilization	CAZyme	GH43_12	intracellular	Releases terminal alpha-1,2/3-linked arabinose (L-Araf) residues from O-2 or O-3 monosubstituted xylose residues in arabinoxylooligosaccharides (A3X, A2XX, XA3XX)	XosR	characterized	34949752	fig|871562.3.peg.148	HMPREF0168_1372	NA
Xylose and xyloside utilization	AXe20A	NA	Putative XOS/AXOS acetyl or feruloyl esterase-1 (CE20)	NA	NA	XOS;AXOS	Xylooligosaccharide utilization;Arabinoxylooligosaccharide utilization	CAZyme	CE20	intracellular	Predicted to remove acetyl or feruloyl groups from xylooligosaccharides and arabinoxylooligosaccharides	XosR	predicted	NA	fig|547043.16.peg.1255	BPSE_1168	Gene in Bifidobacterium pseudocatenulatum is upregulated on xylooligosaccharides, xylose, and arabinoxylooligosaccharides (PMID: 33036985)
Xylose and xyloside utilization	AXeA	NA	Putative XOS/AXOS acetyl or feruloyl esterase-1	NA	NA	XOS;AXOS	Xylooligosaccharide utilization;Arabinoxylooligosaccharide utilization	CAZyme	NA	intracellular	Predicted to remove acetyl or feruloyl groups from xylooligosaccharides and arabinoxylooligosaccharides	XosR	predicted	NA	fig|580050.3.peg.521	Balac_0519	Gene in Bifidobacterium animalis subsp. lactis Bl-04 is upregulated on xylooligosaccharides (PMIDs: 23663691)
Xylose and xyloside utilization	XosA	BlAXBP;Balac_0514;BpAXBP3	XOS/AXOS ABC transporter-1 substrate-binding component (TC 3.A.1.1)	NA	NA	XOS;AXOS	Xylooligosaccharide utilization;Arabinoxylooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Binds xylooligosaccharides (DP 2-5, affinity to xylotetraose is the highest) and single-substituted (alpha-1,2-Araf or alpha-1,3-Araf ) arabinoxylooligosaccharides (DP 2-5, affinity to arabinoxylotriose is the highest) in vitro	XosR	characterized	24279727;33036985	fig|547043.16.peg.1250	BPSE_1164	Gene in Bifidobacterium animalis subsp. lactis Bl-04 and Bifidobacterium pseudocatenulatum is upregulated on xylooligosaccharides (PMIDs: 23663691, 33036985), xylose, and arabinoxylooligosaccharides (PMID: 33036985)
Xylose and xyloside utilization	XosB	Balac_0515	XOS/AXOS ABC transporter-1 permease component 1 (TC 3.A.1.1)	NA	NA	XOS;AXOS	Xylooligosaccharide utilization;Arabinoxylooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports xylooligosaccharides and arabinoxylooligosaccharides	XosR	characterized	24279727	fig|547043.16.peg.1251	BPSE_1165	Gene in Bifidobacterium animalis subsp. lactis Bl-04 and Bifidobacterium pseudocatenulatum is upregulated on xylooligosaccharides (PMIDs: 23663691, 33036985), xylose, and arabinoxylooligosaccharides (PMID: 33036985)
Xylose and xyloside utilization	XosC	Balac_0516	XOS/AXOS ABC transporter-1 permease component 2 (TC 3.A.1.1)	NA	NA	XOS;AXOS	Xylooligosaccharide utilization;Arabinoxylooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports xylooligosaccharides and arabinoxylooligosaccharides	XosR	characterized	24279727	fig|547043.16.peg.1253	BPSE_1166	Gene in Bifidobacterium animalis subsp. lactis Bl-04 and Bifidobacterium pseudocatenulatum is upregulated on xylooligosaccharides (PMIDs: 23663691, 33036985), xylose, and arabinoxylooligosaccharides (PMID: 33036985)
Xylose and xyloside utilization	XosR	NA	Putative transcriptional regulator of XOS/AXOS utilization (LacI family)	NA	NA	XOS;AXOS	Xylooligosaccharide utilization;Arabinoxylooligosaccharide utilization	regulator	LacI	NA	Predicted to regulate the expression of genes involved in xylooligosaccharide and arabinoxylooligosaccharide utilization. Predicted transcriptional effector: xylose	XosR	predicted	26903998	fig|580050.3.peg.515	Balac_0513	Gene in Bifidobacterium animalis subsp. lactis Bl-04 and Bifidobacterium pseudocatenulatum is upregulated on xylooligosaccharides (PMIDs: 23663691, 33036985), xylose, and arabinoxylooligosaccharides (PMID: 33036985)
Xylose and xyloside utilization	BpXyl43A	NA	Beta-1,4-xylosidase-1 (GH43_11)	NA	NA	XOS;AXOS	Xylooligosaccharide utilization;Arabinoxylooligosaccharide utilization	CAZyme	GH43_11	intracellular	Releases terminal beta-1,4-linked (D-Xylp) xylose residues from xylotetraose	XosR	characterized	33036985	fig|547043.16.peg.1091	BPSE_1016	Gene in Bifidobacterium pseudocatenulatum is upregulated on xylooligosaccharides, xylose, and arabinoxylooligosaccharides (PMID: 33036985)
Xylose and xyloside utilization	BpXyl120A	XylB	Beta-1,4-xylosidase-1 (GH120)	NA	NA	XOS;AXOS	Xylooligosaccharide utilization;Arabinoxylooligosaccharide utilization	CAZyme	GH120	intracellular	Releases terminal beta-1,4-linked xylose (D-Xylp) residues from xylooligosaccharides (DP3-6) and arabinoxylooligosaccharides (DP3)	XosR	characterized	21691791	fig|367928.6.peg.323	BAD_0299	Gene in Bifidobacterium pseudocatenulatum is upregulated on xylooligosaccharides, xylose, and arabinoxylooligosaccharides (PMID: 33036985)
Xylose and xyloside utilization	RexA	NA	Reducing end xylose-releasing exo-oligoxylanase-1 (GH8)	NA	NA	XOS;AXOS	Xylooligosaccharide utilization;Arabinoxylooligosaccharide utilization	CAZyme	GH8	intracellular	Releases terminal reducing beta-1,4-linked xylose (D-Xylp) residues from xylooligosaccharides (DP3-6)	XosR	characterized	17586675	fig|367928.6.peg.324	BAD_0300	Gene in Bifidobacterium pseudocatenulatum is upregulated on xylooligosaccharides, xylose, and arabinoxylooligosaccharides (PMID: 33036985)
Xylose and xyloside utilization	BpAbf43A	AXHd3	Double substituted AXOS alpha-1,3-L-arabinofuranosidase (GH43_10)	NA	d	AXOS	Arabinoxylooligosaccharide utilization	CAZyme	GH43_10	intracellular	Releases terminal alpha-1,3-linked arabinose (L-Araf) residues from double-substituted xylose residues in arabinoxylooligosaccharides	XosR	characterized	15650848;20971079	fig|367928.6.peg.325	BAD_0301	NA
Xylose and xyloside utilization	BpAbf43A	NA	Double substituted AXOS alpha-1,3-L-arabinofuranosidase (GH43_10)	NA	d	AXOS	Arabinoxylooligosaccharide utilization	CAZyme	GH43_10	intracellular	Releases terminal alpha-1,3-linked arabinose (L-Araf) residues from double-substituted xylose residues in arabinoxylooligosaccharides (2(3),3(3)-di-alpha-L-arabinofuranosylxylotriose or A2+3XXX)	XosR	characterized	33036985	fig|547043.16.peg.1095	BPSE_1019	Gene in Bifidobacterium pseudocatenulatum is upregulated on xylooligosaccharides, xylose, and arabinoxylooligosaccharides (PMID: 33036985)
Xylose and xyloside utilization	Abf43D	NA	Putative alpha-L-arabinofuranosidase (GH43_27)	NA	NA	AXOS	Arabinoxylooligosaccharide utilization	CAZyme	GH43_27	intracellular	Predicted to release terminal alpha-arabinose (L-Araf) residues from arabinoxylooligosaccharides	XosR	predicted	NA	fig|1150460.7.peg.341	B689b_1473	NA
Xylose and xyloside utilization	AXeB	NA	Putative XOS/AXOS acetyl or feruloyl esterase-2	NA	NA	XOS;AXOS	Xylooligosaccharide utilization;Arabinoxylooligosaccharide utilization	CAZyme	NA	intracellular	Predicted to remove acetyl or feruloyl groups from xylooligosaccharides and arabinoxylooligosaccharides	XosR	predicted	NA	fig|547043.16.peg.1096	BPSE_1020	Gene in Bifidobacterium pseudocatenulatum is upregulated on xylooligosaccharides, xylose, and arabinoxylooligosaccharides (PMID: 33036985)
Xylose and xyloside utilization	XosD	BpAXBP1	XOS/AXOS ABC transporter-2 substrate-binding component (TC 3.A.1.5)	NA	NA	XOS;AXOS	Xylooligosaccharide utilization;Arabinoxylooligosaccharide utilization	transporter	TC 3.A.1.5	ABC Superfamily; Peptide/Opine/Nickel Uptake Transporter (PepT) Family	Binds xylooligosaccharides (DP 3-6, affinity to xylotetraose is the highest) and 3(3)-alpha-L-arabinofuranosylxylotetraose in vitro	XosR	characterized	33036985	fig|547043.16.peg.1086	BPSE_1011	Gene in Bifidobacterium pseudocatenulatum is upregulated on xylooligosaccharides, xylose, and arabinoxylooligosaccharides (PMID: 33036985)
Xylose and xyloside utilization	XosE	NA	XOS/AXOS ABC transporter-2 permease component 1 (TC 3.A.1.5)	NA	NA	XOS;AXOS	Xylooligosaccharide utilization;Arabinoxylooligosaccharide utilization	transporter	TC 3.A.1.5	ABC Superfamily; Peptide/Opine/Nickel Uptake Transporter (PepT) Family	Transports xylooligosaccharides and arabinoxylooligosaccharides	XosR	characterized	33036985	fig|547043.16.peg.1087	BPSE_1012	Gene in Bifidobacterium pseudocatenulatum is upregulated on xylooligosaccharides, xylose, and arabinoxylooligosaccharides (PMID: 33036985)
Xylose and xyloside utilization	XosF	NA	XOS/AXOS ABC transporter-2 permease component 2 (TC 3.A.1.5)	NA	NA	XOS;AXOS	Xylooligosaccharide utilization;Arabinoxylooligosaccharide utilization	transporter	TC 3.A.1.5	ABC Superfamily; Peptide/Opine/Nickel Uptake Transporter (PepT) Family	Transports xylooligosaccharides and arabinoxylooligosaccharides	XosR	characterized	33036985	fig|547043.16.peg.1088	BPSE_1013	Gene in Bifidobacterium pseudocatenulatum is upregulated on xylooligosaccharides, xylose, and arabinoxylooligosaccharides (PMID: 33036985)
Xylose and xyloside utilization	XosG	NA	XOS/AXOS ABC transporter-2 ATP-binding component 1 (TC 3.A.1.5)	NA	NA	XOS;AXOS	Xylooligosaccharide utilization;Arabinoxylooligosaccharide utilization	transporter	TC 3.A.1.5	ABC Superfamily; Peptide/Opine/Nickel Uptake Transporter (PepT) Family	Transports xylooligosaccharides and arabinoxylooligosaccharides	XosR	characterized	33036985	fig|547043.16.peg.1089	BPSE_1014	Gene in Bifidobacterium pseudocatenulatum is upregulated on xylooligosaccharides, xylose, and arabinoxylooligosaccharides (PMID: 33036985)
Xylose and xyloside utilization	XosH	NA	XOS/AXOS ABC transporter-2 ATP-binding component 2 (TC 3.A.1.5)	NA	NA	XOS;AXOS	Xylooligosaccharide utilization;Arabinoxylooligosaccharide utilization	transporter	TC 3.A.1.5	ABC Superfamily; Peptide/Opine/Nickel Uptake Transporter (PepT) Family	Transports xylooligosaccharides and arabinoxylooligosaccharides	XosR	characterized	33036985	fig|547043.16.peg.1090	BPSE_1015	Gene in Bifidobacterium pseudocatenulatum is upregulated on xylooligosaccharides, xylose, and arabinoxylooligosaccharides (PMID: 33036985)
Xylose and xyloside utilization	BpXyl43B	NA	Beta-1,4-xylosidase-2 (GH43_11)	NA	NA	XOS;AXOS	Xylooligosaccharide utilization;Arabinoxylooligosaccharide utilization	CAZyme	GH43_11	intracellular	Releases terminal beta-1,4-linked xylose (D-Xylp) residues from xylotetraose	NA	characterized	33036985	fig|547043.16.peg.1232	BPSE_1149	Gene in Bifidobacterium pseudocatenulatum is upregulated on xylooligosaccharides, xylose, and arabinoxylooligosaccharides (PMID: 33036985)
Xylose and xyloside utilization	BpXyl120B	NA	Beta-1,4-xylosidase-2 (GH120)	NA	NA	XOS;AXOS	Xylooligosaccharide utilization;Arabinoxylooligosaccharide utilization	CAZyme	GH120	intracellular	Predicted to release terminal beta-1,4-linked xylose (D-Xylp) residues	NA	predicted	NA	fig|547043.16.peg.1231	BPSE_1148	Gene in Bifidobacterium pseudocatenulatum is upregulated on xylooligosaccharides, xylose, and arabinoxylooligosaccharides (PMID: 33036985)
Xylose and xyloside utilization	RexB	NA	Reducing end xylose-releasing exo-oligoxylanase-2 (GH8)	NA	NA	XOS;AXOS	Xylooligosaccharide utilization;Arabinoxylooligosaccharide utilization	CAZyme	GH8	intracellular	Predicted to release terminal reducing beta-1,4-linked xylose (D-Xylp) residues	NA	predicted	NA	fig|547043.16.peg.1234	BPSE_1151	Gene in Bifidobacterium pseudocatenulatum is upregulated on xylooligosaccharides, xylose, and arabinoxylooligosaccharides (PMID: 33036985)
Xylose and xyloside utilization	AXe20B	NA	Putative XOS/AXOS acetyl or feruloyl esterase-2 (CE20)	NA	NA	XOS;AXOS	Xylooligosaccharide utilization;Arabinoxylooligosaccharide utilization	CAZyme	CE20	intracellular	Predicted to remove acetyl or feruloyl groups from xylooligosaccharides and arabinoxylooligosaccharides	NA	predicted	NA	fig|547043.16.peg.1235	BPSE_1152	Gene in Bifidobacterium pseudocatenulatum is upregulated on xylooligosaccharides, xylose, and arabinoxylooligosaccharides (PMID: 33036985)
Xylose and xyloside utilization	XosK	BpAXBP2	Arabinoxylooligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1)	NA	NA	AXOS	Arabinoxylooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Binds single- and double-substituted (alpha-1,2-Araf or alpha-1,3-Araf ) arabinoxylooligosaccharides (DP 3-5, affinity to 3(3)-alpha-L-arabinofuranosylxylobiose is the highest) in vitro	NA	characterized	33036985	fig|547043.16.peg.1227	BPSE_1145	Gene in Bifidobacterium pseudocatenulatum is upregulated on xylooligosaccharides, xylose, and arabinoxylooligosaccharides (PMID: 33036985)
Xylose and xyloside utilization	XosL	NA	Arabinoxylooligosaccharide ABC transporter permease component 1 (TC 3.A.1.1)	NA	NA	AXOS	Arabinoxylooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports arabinoxylooligosaccharides	NA	characterized	33036985	fig|547043.16.peg.1228	BPSE_1146	Gene in Bifidobacterium pseudocatenulatum is upregulated on xylooligosaccharides, xylose, and arabinoxylooligosaccharides (PMID: 33036985)
Xylose and xyloside utilization	XosM	NA	Arabinoxylooligosaccharide ABC transporter permease component 2 (TC 3.A.1.1)	NA	NA	AXOS	Arabinoxylooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports arabinoxylooligosaccharides	NA	characterized	33036985	fig|547043.16.peg.1229	BPSE_1147	Gene in Bifidobacterium pseudocatenulatum is upregulated on xylooligosaccharides, xylose, and arabinoxylooligosaccharides (PMID: 33036985)
Xylose and xyloside utilization	BpXyn10A	NA	Endo-beta-1,4-xylanase (GH10)	NA	NA	XL;AX	Xylan degradation;Arabinoxylan degradation	CAZyme	GH10	extracellular	Releases xylooligosaccharides and arabinoxylooligosaccharides (DP 2-6) by cleaving internal beta-1,4 glycosidic bonds in xylan and arabinoxylan	XosR2	characterized	37938239	fig|28026.157.peg.1120	DW926_05430	Gene in Bifidobacterium pseudocatenulatum is upregulated on D-xylose, xylooligosaccharides, xylan, and arabinoxylan (PMID: 37938239)
Xylose and xyloside utilization	XosR2	NA	Putative transcriptional regulator of XOS/AXOS utilization-2 (LacI family)	NA	NA	XL;AX	Xylan degradation;Arabinoxylan degradation	regulator	LacI	NA	Predicted to regulate the expression of bpXyn10A	XosR2	predicted_new	NA	fig|1150460.7.peg.1139	BBKW_1074	NA
Xylose and xyloside utilization	BlArafD	BLLJ_1851	Extracellular alpha-1,2/5-L-arabinofuranosidase (GH43_UC_26)	d	NA	AXOS;AX;AR	Arabinoxylooligosaccharide utilization;Arabinoxylan degradation;Arabinan degradation	CAZyme	GH43_UC;GH43_26	extracellular	The protein contains two GH domains with different activities. The GH43_UC domain releases terminal alpha-1,2-linked arabinose (L-Araf) residues from double-substituted xylose residues in arabinoxylooligosaccharides and arabinoxylan, whereas the GH43_26 domain releases terminal alpha-1,5-linked arabinose (L-Araf) residues from arabinan	AraQ	characterized	30635377	fig|565042.3.peg.1916	BLLJ_1851	NA
Xylose and xyloside utilization	BlArafE	BLLJ_1850	Extracellular alpha-1,3/4-L-arabinofuranosidase (GH43_22_34)	d	NA	AXOS;AX;GA	Arabinoxylooligosaccharide utilization;Arabinoxylan degradation;Gum arabic degradation	CAZyme	GH43_22;GH43_34	extracellular	The protein contains two GH domains with different activities. The GH43_22 domain releases terminal alpha-1,3-linked arabinose (L-Araf) residues from (i) alpha-1,3-Araf monosubstituted xylose (e.g., XA3XXX) in arabinoxylan, (ii) alpha-1,3-/alpha-1,4-Araf disubstituted galactose in gum arabic. The GH43_34 domain releases the remaining alpha-1,4-linked arabinose (L-Araf) residues from gum arabic	AraQ	characterized	35108084;35235007	fig|565042.3.peg.1915	BLLJ_1850	NA
Xylose and xyloside utilization	AxuA	AXH-m23;BL1543;ArfB;BlAbf43	Extracellular monosubstituted arabinoxylan alpha-1,2/3-L-arabinofuranosidase (GH43_16)	NA	NA	AXOS;AX	Arabinoxylooligosaccharide utilization;Arabinoxylan degradation	CAZyme	GH43_16	extracellular	Releases terminal alpha-1,2/3-linked arabinose (L-Araf) residues from O-2 or O-3 monosubstituted xylose residues in arabinoxylooligosaccharides (A3X, A3XX, A2XX, A2XXX, A23XXX, but not XA3XX) and arabinoxylan. Aslo has xylobiohydrolase activity cleaving xylopentaose into xylobiose and xylotriose	NA	characterized	26489930;doi.org/10.1016/j.carbpol.2024.122248;38752423	fig|1679.9.peg.1719	B8809_1600	Gene in Bifidobacterium longum subsp. longum NCC2705 upregulated on arabinoxylan (PMID: 26783166). Gene in Bifidobacterium longum subsp. longum NCIMB8809 upregulated on arabinose and arabinoxylan. Knockout of the gene abolishes the growth of B. longum NCIMB 8809 on arabinoxylan (PMIDs: 26489930;38752423)
Xylose and xyloside utilization	AxuB	BL1544	Extracellular double substituted arabinoxylan alpha-L-arabinofuranosidase (GH43_10)	NA	NA	AXOS;AX	Arabinoxylooligosaccharide utilization;Arabinoxylan degradation	CAZyme	GH43_10	extracellular	Release terminal alpha-arabinose (L-Araf) residues from double-substituted xylose residues in arabinoxylooligosaccharides (A23XXX) and arabinoxylan	NA	characterized	38752423	fig|1679.9.peg.1718	B8809_1599	Gene in Bifidobacterium longum subsp. longum NCIMB8809 upregulated on arabinose and arabinoxylan. Knockout of the gene significantly decreases the growth of B. longum NCIMB 8809 on arabinoxylan (PMID: 38752423)
Xylose and xyloside utilization	Xyl120C	NA	Putative beta-1,4-xylosidase (GH120)	NA	NA	XOS	Xylooligosaccharide utilization	CAZyme	GH120	intracellular	Releases terminal beta-1,4-linked xylose (D-Xylp) residues from xylooligosaccharides	XosR3	predicted	NA	fig|216816.1989.peg.801	NA	46% seq. identity with characterized BpXyl120A from Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505
Xylose and xyloside utilization	XosX	NA	Putative xylooligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1)	NA	NA	XOS	Xylooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport xylooligosaccharides	XosR3	predicted_new	NA	fig|216816.1989.peg.800	NA	NA
Xylose and xyloside utilization	XosY	NA	Putative xylooligosaccharide ABC transporter permease component 1 (TC 3.A.1.1)	NA	NA	XOS	Xylooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport xylooligosaccharides	XosR3	predicted_new	NA	fig|216816.1989.peg.799	NA	NA
Xylose and xyloside utilization	XosZ	NA	Putative xylooligosaccharide ABC transporter permease component 2 (TC 3.A.1.1)	NA	NA	XOS	Xylooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport xylooligosaccharides	XosR3	predicted_new	NA	fig|216816.1989.peg.798	NA	NA
Xylose and xyloside utilization	XosR3	NA	Putative transcriptional regulator of XOS utilization (TetR family)	NA	NA	XOS	Xylooligosaccharide utilization	regulator	TetR	NA	Predicted to regulate the expression of xyl120C and xosXYZ	XosR3	predicted_new	NA	fig|216816.1989.peg.797	NA	NA
Arabinose and arabinoside utilization	AraA	NA	L-arabinose isomerase (EC 5.3.1.4)	d	NA	Ara	L-arabinose utilization	downstream_catabolism	EC 5.3.1.4	NA	Catalyzes the isomerization of L-arabinose to L-ribulose. Also active on D-galactose and D-xylose	AraQ	characterized	32411693	fig|565042.3.peg.352	BLLJ_0342	48% seq. identity with characterized L-arabinose isomerase from Geobacillus thermodenitrificans (PMID: 17337581)
Arabinose and arabinoside utilization	AraB	NA	Ribulokinase (EC 2.7.1.16)	d	NA	Ara	L-arabinose utilization	downstream_catabolism	EC 2.7.1.16	NA	Predicted to phosphorylate L-ribulose to L-ribulose-5-phosphate	AraQ	predicted	NA	fig|565042.3.peg.350	BLLJ_0340	NA
Arabinose and arabinoside utilization	AraD	UlaF	L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4)	d	NA	Ara;Asc	L-arabinose utilization;L-ascorbate utilization	downstream_catabolism	EC 5.1.3.4	NA	Isomerizes L-ribulose-5-phosphate to D-xylulose 5-phosphate	AraQ or AscR	predicted	NA	fig|565042.3.peg.351	BLLJ_0341	38% seq. identity with characterized L-ribulose-5-phosphate 4-epimerase from Escherichia coli (PMID: 11741871)
Arabinose and arabinoside utilization	AraE	NA	Putative arabinose MFS permease (TC 2.A.1.1)	NA	NA	Ara	L-arabinose utilization	transporter	TC 2.A.1.1	MFS Superfamily; Sugar Porter (SP) Family	Predicted to transport L-arabinose	AraQ	predicted	29740413	fig|518635.5.peg.1452	BIFANG_03633	NA
Arabinose and arabinoside utilization	AraQ	NA	Transcriptional regulator of arabinose utilization and central carbohydrate metabolism (LacI family)	NA	NA	Ara	L-arabinose utilization	regulator	LacI	NA	Represses araBDA genes, activates genes involved in central carbohydrate metabolism 	AraQ	characterized	29740413;31780796	fig|326426.4.peg.452	Bbr_0411	NA
Arabinose and arabinoside utilization	AraF	NA	Putative arabinose ABC transporter substrate-binding component (TC 3.A.1.2)	d	NA	Ara	L-arabinose utilization	transporter	TC 3.A.1.2	ABC Superfamily; Carbohydrate Uptake Transporter-2 (CUT2) Family	Predicted to transport L-arabinose	AraU	predicted	29740413	fig|565042.3.peg.1626	BLLJ_1569	NA
Arabinose and arabinoside utilization	AraG	NA	Putative arabinose ABC transporter ATP-binding component (TC 3.A.1.2)	d	NA	Ara	L-arabinose utilization	transporter	TC 3.A.1.2	ABC Superfamily; Carbohydrate Uptake Transporter-2 (CUT2) Family	Predicted to transport L-arabinose	AraU	predicted	29740413	fig|565042.3.peg.1625	BLLJ_1568	NA
Arabinose and arabinoside utilization	AraH	NA	Putative arabinose ABC transporter permease component (TC 3.A.1.2)	d	NA	Ara	L-arabinose utilization	transporter	TC 3.A.1.2	ABC Superfamily; Carbohydrate Uptake Transporter-2 (CUT2) Family	Predicted to transport L-arabinose	AraU	predicted	29740413	fig|565042.3.peg.1624	BLLJ_1567	NA
